Symbol,Date,Low,Open,Volume,High,Close,adjusted_close
SHW,2022-03-30,252.19000244140625,257.0,1157500,258.1099853515625,253.00999450683597,252.4253692626953
SHW,2022-03-31,249.6199951171875,253.4499969482422,1816700,255.5,249.6199951171875,249.04319763183597
SHW,2022-04-01,249.63999938964844,251.3600006103516,1378300,255.3699951171875,255.2100067138672,254.62030029296875
SHW,2022-04-04,252.32000732421875,253.82000732421875,1587500,259.0799865722656,259.0400085449219,258.4414367675781
SHW,2022-04-05,256.75,258.2799987792969,1603300,262.3099975585937,257.9700012207031,257.3739013671875
SHW,2022-04-06,254.3000030517578,255.91000366210935,1671300,263.6499938964844,262.6300048828125,262.02313232421875
SHW,2022-04-07,258.3299865722656,261.260009765625,1559400,264.2099914550781,263.8299865722656,263.2203674316406
SHW,2022-04-08,262.3999938964844,265.0,1131300,266.7699890136719,263.760009765625,263.1505432128906
SHW,2022-04-11,260.7300109863281,262.0799865722656,995900,264.4599914550781,261.1000061035156,260.4966735839844
SHW,2022-04-12,255.83999633789065,262.989990234375,857600,265.20001220703125,256.95001220703125,256.3562927246094
SHW,2022-04-13,254.22999572753903,255.7400054931641,1282300,259.7200012207031,258.3999938964844,257.80291748046875
SHW,2022-04-14,252.75,259.8399963378906,1246800,261.260009765625,252.8999938964844,252.31561279296875
SHW,2022-04-18,245.3800048828125,249.75999450683597,1389300,252.5800018310547,246.1699981689453,245.60118103027344
SHW,2022-04-19,246.6499938964844,246.6499938964844,1275500,253.8500061035156,252.25,251.6671295166016
SHW,2022-04-20,251.0200042724609,255.02999877929688,1705500,258.6700134277344,253.08999633789065,252.50518798828125
SHW,2022-04-21,251.3300018310547,256.3900146484375,1408400,258.42999267578125,251.6100006103516,251.0286102294922
SHW,2022-04-22,244.63999938964844,251.1499938964844,1426500,251.1499938964844,244.9199981689453,244.35406494140625
SHW,2022-04-25,240.6999969482422,245.1300048828125,1738500,248.3500061035156,248.0200042724609,247.4468994140625
SHW,2022-04-26,266.32000732421875,268.7799987792969,5011900,275.94000244140625,271.3699951171875,270.7429504394531
SHW,2022-04-27,272.45001220703125,272.739990234375,3950200,283.989990234375,279.3800048828125,278.73443603515625
SHW,2022-04-28,276.260009765625,283.0,2367100,284.70001220703125,281.3099975585937,280.65997314453125
SHW,2022-04-29,273.8999938964844,280.0299987792969,3099500,285.0,274.9599914550781,274.3246459960937
SHW,2022-05-02,265.9100036621094,273.79998779296875,2870700,278.20001220703125,268.7799987792969,268.158935546875
SHW,2022-05-03,265.9200134277344,268.489990234375,2007000,271.0799865722656,269.3699951171875,268.74755859375
SHW,2022-05-04,270.2099914550781,270.44000244140625,2059100,283.1499938964844,282.5299987792969,281.8771667480469
SHW,2022-05-05,273.6099853515625,280.1099853515625,2130000,282.1600036621094,276.95001220703125,276.31005859375
SHW,2022-05-06,268.1400146484375,275.7699890136719,1758600,275.7699890136719,273.3800048828125,272.7483215332031
SHW,2022-05-09,269.5199890136719,269.989990234375,2280300,280.8399963378906,276.9700012207031,276.3300170898437
SHW,2022-05-10,265.17999267578125,278.6700134277344,2208700,280.0,266.3699951171875,265.7544860839844
SHW,2022-05-11,263.7799987792969,265.3599853515625,1376500,271.4700012207031,264.6700134277344,264.0584411621094
SHW,2022-05-12,261.0,262.4200134277344,2637500,275.1099853515625,274.5400085449219,273.9056396484375
SHW,2022-05-13,270.489990234375,275.6600036621094,1501600,277.9100036621094,273.3299865722656,272.6983947753906
SHW,2022-05-16,265.32000732421875,270.6199951171875,1278700,274.7099914550781,271.3699951171875,270.7429504394531
SHW,2022-05-17,266.6600036621094,275.29998779296875,1603800,276.45001220703125,269.260009765625,268.6378173828125
SHW,2022-05-18,258.0599975585937,266.3999938964844,1526900,267.9800109863281,259.6600036621094,259.0599975585937
SHW,2022-05-19,255.16000366210935,257.739990234375,1690300,263.32000732421875,259.3699951171875,259.3699951171875
SHW,2022-05-20,250.17999267578125,260.510009765625,2576100,262.3099975585937,257.95001220703125,257.95001220703125
SHW,2022-05-23,257.3699951171875,260.6099853515625,1290300,261.79998779296875,259.2699890136719,259.2699890136719
SHW,2022-05-24,254.1999969482422,259.3900146484375,1450700,260.0199890136719,257.6499938964844,257.6499938964844
SHW,2022-05-25,255.75999450683597,257.2099914550781,1420800,265.4599914550781,265.1199951171875,265.1199951171875
SHW,2022-05-26,266.3999938964844,270.2699890136719,1363900,274.2699890136719,271.9700012207031,271.9700012207031
SHW,2022-05-27,272.510009765625,274.1000061035156,1180100,276.3800048828125,276.3500061035156,276.3500061035156
SHW,2022-05-31,265.0,272.7099914550781,4118300,272.7099914550781,268.0400085449219,268.0400085449219
SHW,2022-06-01,263.42999267578125,270.1199951171875,1202100,270.1199951171875,265.260009765625,265.260009765625
SHW,2022-06-02,265.07000732421875,266.54998779296875,2271600,269.7699890136719,269.489990234375,269.489990234375
SHW,2022-06-03,266.4100036621094,266.79998779296875,1395800,273.42999267578125,268.8800048828125,268.8800048828125
SHW,2022-06-06,268.17999267578125,268.989990234375,1220000,275.8900146484375,275.0299987792969,275.0299987792969
SHW,2022-06-07,271.45001220703125,272.1300048828125,1293200,278.3099975585937,277.2300109863281,277.2300109863281
SHW,2022-06-08,266.92999267578125,275.0199890136719,1154600,275.7699890136719,268.0799865722656,268.0799865722656
SHW,2022-06-09,261.8699951171875,267.29998779296875,1593100,273.8500061035156,261.989990234375,261.989990234375
SHW,2022-06-10,247.22000122070312,258.1300048828125,1513800,258.29998779296875,247.4199981689453,247.4199981689453
SHW,2022-06-13,236.6300048828125,241.4499969482422,1635600,245.25,237.8600006103516,237.8600006103516
SHW,2022-06-14,226.94000244140625,236.9199981689453,1539000,239.1999969482422,229.47999572753903,229.47999572753903
SHW,2022-06-15,224.3999938964844,231.72000122070312,1580200,233.50999450683597,228.9900054931641,228.9900054931641
SHW,2022-06-16,216.1199951171875,223.2899932861328,1553000,223.82000732421875,218.9499969482422,218.9499969482422
SHW,2022-06-17,214.22000122070312,218.55999755859372,2627900,226.27999877929688,222.7899932861328,222.7899932861328
SHW,2022-06-21,217.22999572753903,221.6999969482422,2509400,224.16000366210935,220.1499938964844,220.1499938964844
SHW,2022-06-22,215.00999450683597,215.1300048828125,2370500,223.5500030517578,221.1999969482422,221.1999969482422
SHW,2022-06-23,220.4900054931641,222.05999755859372,2481900,225.32000732421875,224.88999938964844,224.88999938964844
SHW,2022-06-24,226.0,227.0,2744300,231.66000366210935,231.25,231.25
SHW,2022-06-27,226.17999267578125,230.3600006103516,1633400,231.2100067138672,227.16000366210935,227.16000366210935
SHW,2022-06-28,222.80999755859372,229.08999633789065,1143300,231.3699951171875,223.30999755859372,223.30999755859372
SHW,2022-06-29,221.08999633789065,222.32000732421875,1266800,226.32000732421875,225.41000366210935,225.41000366210935
SHW,2022-06-30,218.6100006103516,224.0,1548400,225.6000061035156,223.91000366210935,223.91000366210935
SHW,2022-07-01,224.3800048828125,225.0,2295800,235.4900054931641,235.22999572753903,235.22999572753903
SHW,2022-07-05,230.97000122070312,233.0,2331100,242.66000366210935,242.22999572753903,242.22999572753903
SHW,2022-07-06,240.3699951171875,242.83999633789065,1817700,247.0399932861328,242.7400054931641,242.7400054931641
SHW,2022-07-07,239.2100067138672,240.7899932861328,1528300,245.75999450683597,239.4900054931641,239.4900054931641
SHW,2022-07-08,236.16000366210935,238.5,923500,239.66000366210935,238.2899932861328,238.2899932861328
SHW,2022-07-11,236.5200042724609,236.2400054931641,339964,243.6649932861328,242.75999450683597,242.75999450683597
